id,kode_user,paket_satuan,status_log,lama_aktivasi
1241,KM1818,5 Mbps,y,28 bulan
1242,KM1812,10 Mbps,y,28 bulan
1243,KD0263,10 Mbps,n,28 bulan
1244,KM1827,5 Mbps,y,28 bulan
1245,KD0261,10 Mbps,y,28 bulan
1246,KD0268,10 Mbps,y,28 bulan
1247,KM1829,5 Mbps,y,28 bulan
1248,KM1824,15 Mbps,y,28 bulan
1249,KT0280,15 Mbps,n,28 bulan
1250,KM1834,10 Mbps,y,28 bulan
1251,KM1830,5 Mbps,y,28 bulan
1252,KT0284,5 Mbps,n,28 bulan
1253,KM1836,5 Mbps,y,28 bulan
1254,KM1840,5 Mbps,n,28 bulan
1255,KM1842,5 Mbps,y,28 bulan
1256,KD0277,10 Mbps,n,28 bulan
1257,KM1848,5 Mbps,y,28 bulan
1258,KI1960,10 Mbps,y,28 bulan
1259,KM1858,5 Mbps,y,28 bulan
1260,KT0298,5 Mbps,y,28 bulan
1261,KI1967,5 Mbps,y,28 bulan
1262,KM1866,5 Mbps,y,28 bulan
1263,KI1969,10 Mbps,y,28 bulan
1264,JT0032,5 Mbps,y,28 bulan
1265,KD0290,5 Mbps,n,28 bulan
1266,KM1871,5 Mbps,y,28 bulan
1267,KM1877,5 Mbps,y,28 bulan
1268,KD0291,5 Mbps,y,28 bulan
1269,KD0252,5 Mbps,y,28 bulan
1270,KD0294,5 Mbps,y,28 bulan
1271,KM1869,5 Mbps,n,28 bulan
1272,KM1882,10 Mbps,y,28 bulan
1273,KM1885,10 Mbps,y,27 bulan
1274,KD0300,10 Mbps,y,27 bulan
1275,KD0301,5 Mbps,n,27 bulan
1276,JT0035,5 Mbps,y,27 bulan
1277,KM1892,5 Mbps,n,27 bulan
1278,KM1884,5 Mbps,y,27 bulan
1279,KT0314,10 Mbps,y,27 bulan
1280,KM1891,5 Mbps,y,27 bulan
1281,KD0297,5 Mbps,y,27 bulan
1282,KT0311,5 Mbps,y,27 bulan
1283,KT0316,10 Mbps,y,27 bulan
1284,KI1974,5 Mbps,y,27 bulan
1285,KI1975,5 Mbps,y,27 bulan
1286,KM1906,10 Mbps,y,27 bulan
1287,KT0320,5 Mbps,y,27 bulan
1288,KI1976,5 Mbps,y,27 bulan
1289,KM1908,5 Mbps,y,27 bulan
1290,KM1913,5 Mbps,y,27 bulan
1291,KT0315,5 Mbps,y,27 bulan
1292,KT0321,5 Mbps,y,27 bulan
1293,KM1918,10 Mbps,y,27 bulan
1294,KD0310,5 Mbps,y,27 bulan
1295,KM1919,5 Mbps,y,27 bulan
1296,KM1916,10 Mbps,y,27 bulan
1297,KM1923,5 Mbps,y,27 bulan
1298,KM1921,5 Mbps,n,27 bulan
1299,KM1922,5 Mbps,y,27 bulan
1300,KD0288,5 Mbps,y,27 bulan
1301,KT0329,10 Mbps,y,27 bulan
1302,KM1926,10 Mbps,y,27 bulan
1303,KM1927,5 Mbps,y,27 bulan
1304,KI1973,10 Mbps,y,27 bulan
1305,KD0320,10 Mbps,y,27 bulan
1306,KM1938,5 Mbps,y,27 bulan
1307,KT0333,5 Mbps,y,27 bulan
1308,KM1940,5 Mbps,y,27 bulan
1309,KM1942,10 Mbps,y,27 bulan
1310,KM1933,10 Mbps,y,27 bulan
1311,KT0337,5 Mbps,n,27 bulan
1312,KM1944,5 Mbps,y,27 bulan
1313,KI1988,10 Mbps,y,27 bulan
1314,KT0339,5 Mbps,y,27 bulan
1315,KT0334,5 Mbps,y,27 bulan
1316,KM1950,5 Mbps,y,27 bulan
1317,KN0079,5 Mbps,y,27 bulan
1318,KM1954,5 Mbps,y,27 bulan
1319,KM1788,5 Mbps,y,27 bulan
1320,KT0346,5 Mbps,y,27 bulan
1321,KI1991,5 Mbps,y,27 bulan
1322,KD0332,10 Mbps,y,27 bulan
1323,KD0330,5 Mbps,y,27 bulan
1324,KM1958,5 Mbps,y,27 bulan
1325,KT0353,5 Mbps,y,27 bulan
1326,KM1964,10 Mbps,y,27 bulan
1327,KT0356,10 Mbps,y,27 bulan
1328,KM1972,5 Mbps,y,27 bulan
1329,KM1974,5 Mbps,y,27 bulan
1330,KI1995,15 Mbps,n,27 bulan
1331,KD0342,10 Mbps,y,27 bulan
1332,KM1981,5 Mbps,y,27 bulan
1333,KD0305,5 Mbps,y,27 bulan
1334,KT0359,5 Mbps,y,27 bulan
1335,KM1980,5 Mbps,y,27 bulan
1336,KM1983,10 Mbps,y,27 bulan
1337,KT0354,10 Mbps,y,27 bulan
1338,KM1989,10 Mbps,y,27 bulan
1339,KM1982,10 Mbps,y,27 bulan
1340,KM1990,10 Mbps,y,27 bulan
1341,KM1991,5 Mbps,y,27 bulan
1342,KT0361,10 Mbps,y,27 bulan
1343,KI2005,5 Mbps,y,27 bulan
1344,KM1997,50 Mbps,y,27 bulan
1345,KI2003,5 Mbps,n,27 bulan
1346,KM1999,5 Mbps,y,27 bulan
1347,KM2001,5 Mbps,y,26 bulan
1348,KM2004,5 Mbps,y,26 bulan
1349,KM2005,5 Mbps,y,26 bulan
1350,KM2006,5 Mbps,y,26 bulan
1351,KM2003,5 Mbps,y,26 bulan
1352,KM2009,10 Mbps,y,26 bulan
1353,KI2012,10 Mbps,y,26 bulan
1354,KM2011,5 Mbps,y,26 bulan
1355,KD0260,5 Mbps,y,26 bulan
1356,KM2012,5 Mbps,y,26 bulan
1357,KD0357,5 Mbps,y,26 bulan
1358,KD0362,10 Mbps,y,26 bulan
1359,KD0358,5 Mbps,y,26 bulan
1360,KT0376,15 Mbps,y,26 bulan
1361,KI2018,5 Mbps,n,26 bulan
1362,KM2027,5 Mbps,y,26 bulan
1363,KM2035,10 Mbps,y,26 bulan
1364,KM2049,5 Mbps,y,26 bulan
1365,KM2046,5 Mbps,y,26 bulan
1366,JT0048,5 Mbps,y,26 bulan
1367,KI2027,5 Mbps,y,26 bulan
1368,KI2026,5 Mbps,y,26 bulan
1369,JT0046,10 Mbps,y,26 bulan
1370,JT0051,5 Mbps,y,26 bulan
1371,KM2066,10 Mbps,y,26 bulan
1372,KT0387,5 Mbps,y,26 bulan
1373,KM2079,5 Mbps,y,26 bulan
1374,KI2043,5 Mbps,y,26 bulan
1375,KM2074,5 Mbps,y,26 bulan
1376,KD0374,5 Mbps,y,26 bulan
1377,KM2000,5 Mbps,y,26 bulan
1378,KT0402,10 Mbps,y,26 bulan
1379,JT0053,5 Mbps,y,26 bulan
1380,KT0403,15 Mbps,y,26 bulan
1381,KT0405,5 Mbps,y,26 bulan
1382,KD0380,5 Mbps,y,26 bulan
1383,KM2059,10 Mbps,y,26 bulan
1384,KT0398,5 Mbps,y,26 bulan
1385,KM2088,10 Mbps,y,26 bulan
1386,KM2058,5 Mbps,n,26 bulan
1387,KD0378,10 Mbps,y,26 bulan
1388,KM2051,5 Mbps,y,26 bulan
1389,KM2029,10 Mbps,n,26 bulan
1390,KD0379,10 Mbps,n,26 bulan
1391,KT0410,10 Mbps,y,26 bulan
1392,KM2086,5 Mbps,y,26 bulan
1393,KI2058,5 Mbps,y,26 bulan
1394,KM2097,5 Mbps,y,26 bulan
1395,KM2098,5 Mbps,y,26 bulan
1396,KM2102,5 Mbps,y,26 bulan
1397,KM2103,10 Mbps,n,26 bulan
1398,KI2051,5 Mbps,y,26 bulan
1399,KM2108,5 Mbps,y,26 bulan
1400,KM2104,5 Mbps,y,26 bulan
1401,KI2031,15 Mbps,y,26 bulan
1402,KM2113,5 Mbps,y,26 bulan
1403,KI2072,10 Mbps,y,26 bulan
1404,KI2075,20 Mbps,y,26 bulan
1405,KI2076,5 Mbps,y,26 bulan
1406,KN0089,5 Mbps,y,26 bulan
1407,KD0399,5 Mbps,y,26 bulan
1408,KT0426,10 Mbps,y,26 bulan
1409,KI2074,5 Mbps,y,26 bulan
1410,KM2126,5 Mbps,y,26 bulan
1411,KM2137,5 Mbps,y,26 bulan
1412,KI2089,5 Mbps,y,26 bulan
1413,JT0059,10 Mbps,y,26 bulan
1414,KI2093,5 Mbps,y,26 bulan
1415,KM2138,15 Mbps,y,26 bulan
1416,KM2139,5 Mbps,y,26 bulan
1417,KM2144,5 Mbps,y,26 bulan
1418,KM2125,5 Mbps,y,26 bulan
1419,KM2127,5 Mbps,y,26 bulan
1420,JT0060,10 Mbps,y,25 bulan
1421,KM2148,10 Mbps,y,25 bulan
1422,KI2091,5 Mbps,y,25 bulan
1423,KM2140,10 Mbps,y,25 bulan
1424,KD0406,15 Mbps,y,25 bulan
1425,KI2090,5 Mbps,y,25 bulan
1426,KD0393,5 Mbps,y,25 bulan
1427,KD0403,5 Mbps,n,25 bulan
1428,KM2149,10 Mbps,n,25 bulan
1429,KT0438,5 Mbps,y,25 bulan
1430,KT0433,10 Mbps,y,25 bulan
1431,KT0437,10 Mbps,y,25 bulan
1432,KT0436,10 Mbps,y,25 bulan
1433,KM2155,5 Mbps,n,25 bulan
1434,KD0408,5 Mbps,y,25 bulan
1435,KD0409,5 Mbps,y,25 bulan
1436,KM2157,5 Mbps,y,25 bulan
1437,KI2107,5 Mbps,y,25 bulan
1438,KT0445,5 Mbps,n,25 bulan
1439,KM2163,5 Mbps,y,25 bulan
1440,KM2161,10 Mbps,y,25 bulan
1441,JT0063,5 Mbps,y,25 bulan
1442,KM2166,10 Mbps,y,25 bulan
1443,KD0413,10 Mbps,y,25 bulan
1444,KT0448,5 Mbps,y,25 bulan
1445,KM2167,5 Mbps,y,25 bulan
1446,KT0449,10 Mbps,y,25 bulan
1447,KD0416,10 Mbps,y,25 bulan
1448,KD0415,5 Mbps,y,25 bulan
1449,KM2165,10 Mbps,y,25 bulan
1450,KT0453,10 Mbps,y,25 bulan
1451,KN0094,5 Mbps,y,25 bulan
1452,KT0454,5 Mbps,n,25 bulan
1453,KD0423,5 Mbps,y,25 bulan
1454,JT0065,10 Mbps,y,25 bulan
1455,KM2180,10 Mbps,y,25 bulan
1456,KM2178,5 Mbps,y,25 bulan
1457,JT0067,5 Mbps,y,25 bulan
1458,KT0465,10 Mbps,y,25 bulan
1459,KM2183,10 Mbps,y,25 bulan
1460,KT0462,10 Mbps,y,25 bulan
1461,KI2120,10 Mbps,y,25 bulan
1462,JT0068,5 Mbps,y,25 bulan
1463,JT0069,5 Mbps,y,25 bulan
1464,JT0070,10 Mbps,y,25 bulan
1465,KN0095,5 Mbps,y,25 bulan
1466,KI2121,10 Mbps,y,25 bulan
1467,KT0472,5 Mbps,y,25 bulan
1468,KM2190,5 Mbps,y,25 bulan
1469,KI2127,5 Mbps,y,25 bulan
1470,KM2191,5 Mbps,y,25 bulan
1471,KI2126,5 Mbps,y,25 bulan
1472,KI2131,10 Mbps,y,25 bulan
1473,KD0428,5 Mbps,y,25 bulan
1474,KM2184,10 Mbps,y,25 bulan
1475,KM2194,5 Mbps,y,25 bulan
1476,KM2154,10 Mbps,y,25 bulan
1477,KM2202,10 Mbps,y,25 bulan
1478,KI2132,5 Mbps,y,25 bulan
1479,KD0431,5 Mbps,y,25 bulan
1480,KM2207,5 Mbps,y,25 bulan
1481,KM2210,5 Mbps,n,25 bulan
1482,KM2212,5 Mbps,y,25 bulan
1483,KT0488,10 Mbps,y,25 bulan
1484,KN0097,5 Mbps,n,25 bulan
1485,KM2206,5 Mbps,y,25 bulan
1486,JT0077,10 Mbps,y,25 bulan
1487,JT0078,5 Mbps,y,25 bulan
1488,KM2225,10 Mbps,n,25 bulan
1489,KI2144,10 Mbps,y,25 bulan
1490,KI2147,10 Mbps,y,25 bulan
1491,KN0100,5 Mbps,y,25 bulan
1492,KM2229,5 Mbps,y,25 bulan
1493,KM2230,5 Mbps,y,25 bulan
1494,KN0101,10 Mbps,y,25 bulan
1495,KM2232,5 Mbps,y,25 bulan
1496,KT0497,5 Mbps,y,25 bulan
1497,KD0440,5 Mbps,y,24 bulan
1498,JT0080,5 Mbps,y,24 bulan
1499,KM2237,10 Mbps,y,24 bulan
1500,KT0498,5 Mbps,y,24 bulan
1501,KM2220,20 Mbps,n,24 bulan
1502,KM2234,10 Mbps,y,24 bulan
1503,KM2231,10 Mbps,y,24 bulan
1504,KM2242,5 Mbps,y,24 bulan
1505,JT0081,10 Mbps,y,24 bulan
1506,KD0442,5 Mbps,y,24 bulan
1507,KM2248,5 Mbps,y,24 bulan
1508,KM2250,10 Mbps,y,24 bulan
1509,KT0513,5 Mbps,y,24 bulan
1510,KD0443,5 Mbps,y,24 bulan
1511,KM2247,10 Mbps,n,24 bulan
1512,KM2254,5 Mbps,y,24 bulan
1513,KT0515,10 Mbps,y,24 bulan
1514,KM2251,5 Mbps,y,24 bulan
1515,KI2158,5 Mbps,n,24 bulan
1516,JT0084,5 Mbps,y,24 bulan
1517,KM2241,5 Mbps,y,24 bulan
1518,KM2263,10 Mbps,y,24 bulan
1519,KM2259,5 Mbps,y,24 bulan
1520,KM2264,5 Mbps,y,24 bulan
1521,KT0527,10 Mbps,y,24 bulan
1522,JT0085,5 Mbps,y,24 bulan
1523,KI2161,5 Mbps,y,24 bulan
1524,KT0529,5 Mbps,y,24 bulan
1525,KT0534,10 Mbps,y,24 bulan
1526,KT0535,10 Mbps,n,24 bulan
1527,KN0103,5 Mbps,y,24 bulan
1528,KT0537,10 Mbps,y,24 bulan
1529,JT0086,6 Mbps,y,24 bulan
1530,KD0449,5 Mbps,y,24 bulan
1531,KT0538,10 Mbps,y,24 bulan
1532,KT0533,5 Mbps,y,24 bulan
1533,KD0450,5 Mbps,y,24 bulan
1534,KI2166,5 Mbps,y,24 bulan
1535,KD0452,10 Mbps,y,24 bulan
1536,KT0545,10 Mbps,y,24 bulan
1537,KN0104,10 Mbps,y,24 bulan
1538,KM2286,5 Mbps,y,24 bulan
1539,JT0088,5 Mbps,y,24 bulan
1540,KD0455,10 Mbps,y,24 bulan
1541,KM2294,10 Mbps,y,24 bulan
1542,KT0471,5 Mbps,n,24 bulan
1543,KM2300,5 Mbps,y,24 bulan
1544,KM2299,15 Mbps,y,24 bulan
1545,KT0551,10 Mbps,y,24 bulan
1546,KM2240,10 Mbps,y,24 bulan
1547,JT0089,10 Mbps,y,24 bulan
1548,KT0556,5 Mbps,y,24 bulan
1549,KD0458,5 Mbps,y,24 bulan
1550,KM2306,5 Mbps,y,24 bulan
1551,KM2309,10 Mbps,y,24 bulan
1552,KI2172,5 Mbps,y,24 bulan
1553,KM2310,5 Mbps,y,24 bulan
1554,KM2312,10 Mbps,y,24 bulan
1555,KD0463,10 Mbps,y,24 bulan
1556,KM2319,10 Mbps,y,24 bulan
1557,KM2320,10 Mbps,y,24 bulan
1558,KM2322,5 Mbps,y,24 bulan
1559,KT0562,5 Mbps,n,24 bulan
1560,KM2325,10 Mbps,y,24 bulan
1561,KI2174,5 Mbps,y,24 bulan
1562,KM2329,5 Mbps,n,24 bulan
1563,KM2328,5 Mbps,y,24 bulan
1564,KM2330,5 Mbps,y,24 bulan
1565,KM2332,5 Mbps,y,24 bulan
1566,KM2336,5 Mbps,n,24 bulan
1567,KM2333,10 Mbps,n,24 bulan
1568,KD0472,5 Mbps,y,23 bulan
1569,KT0572,10 Mbps,y,23 bulan
1570,KM2367,10 Mbps,y,23 bulan
1571,KD0473,5 Mbps,y,23 bulan
1572,KM2391,5 Mbps,y,23 bulan
1573,KM2381,5 Mbps,n,23 bulan
1574,KT0585,10 Mbps,y,23 bulan
1575,KM2361,5 Mbps,y,23 bulan
1576,KT0582,10 Mbps,n,23 bulan
1577,KM2340,10 Mbps,n,23 bulan
1578,KT0575,10 Mbps,y,23 bulan
1579,KT0584,5 Mbps,y,23 bulan
1580,KT0581,5 Mbps,y,23 bulan
1581,KI2192,5 Mbps,y,23 bulan
1582,KT0591,5 Mbps,y,23 bulan
1583,KT0603,5 Mbps,y,23 bulan
1584,KI2213,10 Mbps,y,23 bulan
1585,KM2436,10 Mbps,y,23 bulan
1586,KM2397,5 Mbps,y,23 bulan
1587,KM2348,5 Mbps,y,23 bulan
1588,KM2376,5 Mbps,y,23 bulan
1589,KM2358,10 Mbps,y,23 bulan
1590,KM2347,5 Mbps,y,23 bulan
1591,KM2426,5 Mbps,y,23 bulan
1592,KD0487,5 Mbps,y,23 bulan
1593,KI2211,10 Mbps,y,23 bulan
1594,KT0611,5 Mbps,y,23 bulan
1595,KD0478,5 Mbps,y,23 bulan
1596,JT0102,10 Mbps,y,23 bulan
1597,KM2443,10 Mbps,y,23 bulan
1598,KM2428,5 Mbps,y,23 bulan
1599,KM2442,5 Mbps,n,23 bulan
1600,JT0106,5 Mbps,y,23 bulan
1601,KM2429,10 Mbps,n,23 bulan
1602,KT0613,10 Mbps,y,23 bulan
1603,KM2447,15 Mbps,y,23 bulan
1604,KT0615,5 Mbps,y,23 bulan
1605,KM2352,5 Mbps,y,23 bulan
1606,KD0486,5 Mbps,y,23 bulan
1607,KM2452,5 Mbps,y,23 bulan
1608,KT0616,5 Mbps,y,23 bulan
1609,KM2409,10 Mbps,y,23 bulan
1610,KD0496,10 Mbps,y,23 bulan
1611,JT0110,10 Mbps,y,23 bulan
1612,KI2218,10 Mbps,y,23 bulan
1613,KD0475,10 Mbps,y,23 bulan
1614,KD0528,5 Mbps,y,23 bulan
1615,KD0526,10 Mbps,y,23 bulan
1616,KT0618,5 Mbps,y,23 bulan
1617,KM2456,5 Mbps,y,23 bulan
1618,KD0529,5 Mbps,y,23 bulan
1619,KM2466,5 Mbps,y,23 bulan
1620,KD0531,5 Mbps,y,23 bulan
1621,KM2468,10 Mbps,l,23 bulan
1622,KM2470,10 Mbps,y,23 bulan
1623,JT0113,10 Mbps,n,23 bulan
1624,KM2483,5 Mbps,y,23 bulan
1625,KT0624,5 Mbps,n,23 bulan
1626,KM2479,5 Mbps,n,23 bulan
1627,KT0625,5 Mbps,y,23 bulan
1628,KT0626,5 Mbps,n,23 bulan
1629,KM2477,5 Mbps,y,23 bulan
1630,KN0118,5 Mbps,y,23 bulan
1631,KN0119,5 Mbps,y,23 bulan
1632,KT0623,5 Mbps,y,23 bulan
1633,KM2492,15 Mbps,y,23 bulan
1634,KM2508,5 Mbps,y,23 bulan
1635,KM2512,15 Mbps,n,23 bulan
1636,KM2518,5 Mbps,y,23 bulan
1637,KI2226,5 Mbps,y,23 bulan
1638,KD0536,5 Mbps,y,23 bulan
1639,KM2524,5 Mbps,y,23 bulan
1640,KT0646,10 Mbps,y,22 bulan
1641,KM2532,5 Mbps,y,22 bulan
1642,KI2228,5 Mbps,y,22 bulan
1643,KM2536,5 Mbps,y,22 bulan
1644,KM2538,10 Mbps,y,22 bulan
1645,KD0543,5 Mbps,y,22 bulan
1646,KM2540,10 Mbps,y,22 bulan
1647,KT0657,10 Mbps,y,22 bulan
1648,KM2547,5 Mbps,y,22 bulan
1649,KT0661,5 Mbps,y,22 bulan
1650,KI2234,10 Mbps,n,22 bulan
1651,KD0551,5 Mbps,n,22 bulan
1652,KM2553,5 Mbps,y,22 bulan
1653,KM2554,5 Mbps,y,22 bulan
1654,KD0556,5 Mbps,y,22 bulan
1655,KT0666,5 Mbps,y,22 bulan
1656,KI2238,10 Mbps,y,22 bulan
1657,KI2239,5 Mbps,n,22 bulan
1658,KI2236,5 Mbps,y,22 bulan
1659,KI2240,5 Mbps,y,22 bulan
1660,KM2564,10 Mbps,y,22 bulan
1661,KM2563,5 Mbps,y,22 bulan
1662,KI2242,15 Mbps,y,22 bulan
1663,KD0568,5 Mbps,y,22 bulan
1664,KM2571,5 Mbps,y,22 bulan
1665,KM2567,5 Mbps,y,22 bulan
1666,KD0553,5 Mbps,y,22 bulan
1667,KI2246,10 Mbps,y,22 bulan
1668,KT0678,10 Mbps,y,22 bulan
1669,KT0674,10 Mbps,y,22 bulan
1670,KD0575,5 Mbps,n,22 bulan
1671,KT0680,10 Mbps,y,22 bulan
1672,JT0132,10 Mbps,y,22 bulan
1673,KM2591,10 Mbps,y,22 bulan
1674,KI2248,10 Mbps,y,22 bulan
1675,KD0577,5 Mbps,y,22 bulan
1676,KN0131,10 Mbps,y,22 bulan
1677,KT0681,5 Mbps,y,22 bulan
1678,KT0685,10 Mbps,n,22 bulan
1679,KM2605,5 Mbps,y,22 bulan
1680,KM2615,5 Mbps,y,22 bulan
1681,KM2622,10 Mbps,y,22 bulan
1682,KM2624,10 Mbps,y,22 bulan
1683,KD0581,5 Mbps,y,22 bulan
1684,KT0691,10 Mbps,y,22 bulan
1685,KM2630,5 Mbps,y,22 bulan
1686,KM2629,10 Mbps,y,22 bulan
1687,KM2634,10 Mbps,n,22 bulan
1688,KT0694,10 Mbps,y,22 bulan
1689,KM2635,10 Mbps,y,22 bulan
1690,KM2640,5 Mbps,y,22 bulan
1691,KM2643,10 Mbps,y,21 bulan
1692,KD0584,5 Mbps,y,21 bulan
1693,KT0698,15 Mbps,y,21 bulan
1694,KM2645,10 Mbps,y,21 bulan
1695,KM2648,5 Mbps,y,21 bulan
1696,KM2646,10 Mbps,y,21 bulan
1697,KN0133,5 Mbps,y,21 bulan
1698,KM2653,5 Mbps,y,21 bulan
1699,KM2656,5 Mbps,y,21 bulan
1700,KM2657,5 Mbps,y,21 bulan
1701,KI2262,10 Mbps,y,21 bulan
1702,KM2659,5 Mbps,y,21 bulan
1703,KM2661,5 Mbps,y,21 bulan
1704,KM2665,10 Mbps,y,21 bulan
1705,KM2662,10 Mbps,y,21 bulan
1706,KM2663,5 Mbps,y,21 bulan
1707,KD0589,5 Mbps,y,21 bulan
1708,KD0590,10 Mbps,y,21 bulan
1709,KM2671,5 Mbps,y,21 bulan
1710,KT0702,5 Mbps,y,21 bulan
1711,KM2674,5 Mbps,y,21 bulan
1712,KT0709,10 Mbps,y,21 bulan
1713,KT0711,10 Mbps,y,21 bulan
1714,KT0706,10 Mbps,y,21 bulan
1715,KM2680,5 Mbps,y,21 bulan
1716,KT0708,10 Mbps,y,21 bulan
1717,KT0712,5 Mbps,y,21 bulan
1718,KM2681,10 Mbps,y,21 bulan
1719,KM2684,5 Mbps,y,21 bulan
1720,KD0596,10 Mbps,y,21 bulan
1721,KT0716,10 Mbps,y,21 bulan
1722,KM2691,5 Mbps,y,21 bulan
1723,JT0141,5 Mbps,y,21 bulan
1724,KM2696,5 Mbps,y,21 bulan
1725,KD0601,5 Mbps,y,21 bulan
1726,KM2698,5 Mbps,y,21 bulan
1727,KM2694,15 Mbps,y,21 bulan
1728,KT0721,10 Mbps,y,21 bulan
1729,KM2706,10 Mbps,y,21 bulan
1730,KM2705,5 Mbps,y,21 bulan
1731,KD0603,10 Mbps,y,21 bulan
1732,KM2715,5 Mbps,y,21 bulan
1733,KD0607,10 Mbps,y,21 bulan
1734,KM2717,5 Mbps,y,21 bulan
1735,KM2720,5 Mbps,y,21 bulan
1736,KN0136,5 Mbps,y,21 bulan
1737,KT0725,5 Mbps,y,21 bulan
1738,KM2722,5 Mbps,n,21 bulan
1739,KT0727,5 Mbps,y,21 bulan
1740,KD0606,5 Mbps,y,21 bulan
1741,KM2729,10 Mbps,y,21 bulan
1742,KM2731,5 Mbps,y,21 bulan
1743,JT0146,10 Mbps,y,21 bulan
1744,KM2736,10 Mbps,n,21 bulan
1745,KM2740,5 Mbps,y,21 bulan
1746,KT0730,5 Mbps,y,21 bulan
1747,KT0736,10 Mbps,y,21 bulan
1748,KT0735,10 Mbps,y,21 bulan
1749,KD0610,5 Mbps,y,21 bulan
1750,KT0734,10 Mbps,y,21 bulan
1751,KM2745,10 Mbps,y,21 bulan
1752,KM2741,20 Mbps,n,21 bulan
1753,KM2747,5 Mbps,y,21 bulan
1754,KM2752,5 Mbps,y,21 bulan
1755,KM2748,5 Mbps,y,21 bulan
1756,KT0737,10 Mbps,y,21 bulan
1757,KT0740,10 Mbps,y,21 bulan
1758,KM2759,5 Mbps,y,21 bulan
1759,KM2753,5 Mbps,y,21 bulan
1760,KI2275,5 Mbps,y,21 bulan
1761,KT0742,15 Mbps,y,21 bulan
1762,KD0623,5 Mbps,y,21 bulan
1763,KM2760,15 Mbps,y,21 bulan
1764,KM2758,5 Mbps,y,21 bulan
1765,KM2762,5 Mbps,y,21 bulan
1766,KM2763,5 Mbps,y,21 bulan
1767,KM2764,10 Mbps,y,21 bulan
1768,KD0608,5 Mbps,y,21 bulan
1769,KI2278,10 Mbps,y,21 bulan
1770,KM2770,10 Mbps,n,21 bulan
1771,KM2777,5 Mbps,y,20 bulan
1772,KM2780,5 Mbps,y,20 bulan
1773,KT0755,5 Mbps,n,20 bulan
1774,KM2785,5 Mbps,y,20 bulan
1775,KD0629,5 Mbps,y,20 bulan
1776,JT0152,5 Mbps,n,20 bulan
1777,KM2788,5 Mbps,y,20 bulan
1778,KM2790,5 Mbps,y,20 bulan
1779,KI2288,15 Mbps,y,20 bulan
1780,KM2793,5 Mbps,y,20 bulan
1781,KM2796,10 Mbps,y,20 bulan
1782,KT0619,10 Mbps,y,20 bulan
1783,KT0760,10 Mbps,y,20 bulan
1784,KM2803,5 Mbps,y,20 bulan
1785,KI2292,10 Mbps,y,20 bulan
1786,KD0640,5 Mbps,y,20 bulan
1787,KT0759,10 Mbps,y,20 bulan
1788,KT0769,5 Mbps,y,20 bulan
1789,KM2816,50 Mbps,n,20 bulan
1790,KM2820,5 Mbps,y,20 bulan
1791,KM2822,5 Mbps,y,20 bulan
1792,KM2825,5 Mbps,y,20 bulan
1793,KT0775,10 Mbps,y,20 bulan
1794,KM2826,5 Mbps,y,20 bulan
1795,KN0141,10 Mbps,y,20 bulan
1796,KI2302,5 Mbps,y,20 bulan
1797,KM2833,5 Mbps,y,20 bulan
1798,KT0776,10 Mbps,y,20 bulan
1799,KN0142,5 Mbps,n,20 bulan
1800,KD0656,10 Mbps,y,20 bulan
1801,KD0655,10 Mbps,n,20 bulan
1802,KM2858,5 Mbps,y,19 bulan
1803,KD0657,5 Mbps,y,20 bulan
1804,KD0664,10 Mbps,y,20 bulan
1805,EDKM0002,20 Mbps,y,20 bulan
1806,KM2864,5 Mbps,y,20 bulan
1807,KN0149,10 Mbps,y,20 bulan
1808,KM2862,10 Mbps,y,20 bulan
1809,KM2861,5 Mbps,y,20 bulan
1810,KM2865,10 Mbps,y,20 bulan
1811,KN0144,10 Mbps,y,20 bulan
1812,KM2869,5 Mbps,y,20 bulan
1813,KM2873,10 Mbps,y,20 bulan
1814,KM2866,5 Mbps,y,20 bulan
1815,KD0667,5 Mbps,y,20 bulan
1816,KM2876,5 Mbps,y,20 bulan
1817,JT0163,10 Mbps,y,20 bulan
1818,KT0792,10 Mbps,y,20 bulan
1819,KM2887,5 Mbps,y,20 bulan
1820,KD0671,10 Mbps,y,20 bulan
1821,KT0794,5 Mbps,y,20 bulan
1822,KM2889,5 Mbps,y,20 bulan
1823,KM2891,5 Mbps,y,20 bulan
1824,JT0165,5 Mbps,n,20 bulan
1825,KM2890,5 Mbps,y,20 bulan
1826,KM2900,5 Mbps,y,20 bulan
1827,KM2901,10 Mbps,y,20 bulan
1828,KM2902,10 Mbps,y,20 bulan
1829,KT0795,20 Mbps,y,20 bulan
1830,JT0168,10 Mbps,y,20 bulan
1831,KM2903,5 Mbps,y,20 bulan
1832,KM2906,5 Mbps,y,20 bulan
1833,KD0665,10 Mbps,y,20 bulan
1834,KM2907,5 Mbps,y,20 bulan
1835,KT0797,10 Mbps,y,19 bulan
1836,JT0169,10 Mbps,y,19 bulan
1837,KI2313,5 Mbps,y,19 bulan
1838,KM2912,5 Mbps,y,19 bulan
1839,KM2909,10 Mbps,y,19 bulan
1840,KT0798,15 Mbps,y,19 bulan
1841,KD0675,10 Mbps,y,19 bulan
1842,KD0676,10 Mbps,y,19 bulan
1843,JT0171,10 Mbps,y,19 bulan
1844,KD0678,5 Mbps,y,19 bulan
1845,KM2919,5 Mbps,y,19 bulan
1846,KM2918,10 Mbps,y,19 bulan
1847,KT0803,10 Mbps,y,19 bulan
