message,kode_user
Cara bayarnya gmn kak,KM3262
Spek modemnya kak,"KI1351, STKI0018"
Kalau mau berhenti pelayanan bgmn,KM2035
loginnya berbentuk page ya,"KI1351, STKI0018"
nanti dikasih id yang cuma bisa dipake 10 perangkat ya kak,"KI1351, STKI0018"
kak minta tagihan KN0426,
"misal, saya kan ada smartlamp, dia konek wifi tapi ngga konek internet aja bisa kan ya?","KI1351, STKI0018"
"Halo, dengan Salma Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama: Fatih Budiman No WA: 081252170158 Alamat Pemasangan: Jl. Dieng Atas, Karang Ampel, Karangwidoro, Kec. Dau, Kabupaten Malang, Jawa Timur 65151 Kelurahan: Karangwidoro Share location:  Tahu Kapten Naratel darimana: Info dari teman    Terima kasih 😊",
Sampai siang ini wifi saya Lom bisa masih merah,KJ0589
"Walaupun wifi ya kak, bukan internet?","KI1351, STKI0018"
Kapan bisa digunakan ya kak,"KI1351, STKI0018"
Oh maksudnya paket superstarnya kak,"KI1351, STKI0018"
Nanti petugasnya datang untuk setting kah kak,"KI1351, STKI0018"
Pagi min...wifi kok trouble ya...tolong segera ditindaklanjuti,KP0792
Saya mau bayar wifi,KM3262
Karena tiap bulan mesti ada trouble dan lemot.,KM2035
"Oke kak, amannn","KI1351, STKI0018"
"Iya kakk, aman banget","KI1351, STKI0018"
sudah bisa ka,KT2057
Di appstore ada kak,"KI1351, STKI0018"
"Masih lemot internetnya,walau di restrat",KM0117
Tidak usah gpp mb aini. Saya bermaksud berhenti untuk sementara. Nanti kalau sdh kami pasti akan menghubungi pihak naratel lagi. 🙏🏻,KM2035
Ngga ada kak,"KI1351, STKI0018"
Dusun Tambakrejo rt/rw 005/004 desa Tambakrejo kecamatan Kraton kabupaten Pasuruan,
"Waduh, pakai foto ktp kak?","KI1351, STKI0018"
"Mhn info kok sy dpt wa diatas, ada apa ya, pdhl jaringan aman2 sj tdk ada gangguan.",KD0268
Ini apa resmi dari natarel,KD0268
Kalau ngga usah boleh nda kak 🙏🙏🙏🙏🙏,"KI1351, STKI0018"
Mf lg diluar,KD0268
Selamat siang.. apa jadi memasang di tempat saya.. estimasi jam berapa kemari..,"JT0537, JT1223"
Bisa dikirimkan listnya,KI1337
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: Roby No. Telepon: 081675932w Alamat Pemasangan: Jl. Gajayana No.3, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145 Kelurahan: Lowokwaru Paket: superstar 100mbps Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: Instagram","KI1351, STKI0018"
"Halo, dengan Amanda Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama: M Syakir Nomor Telepon: 081391749175 Alamat Pemasangan: kepel bugul Kidul kota pasuruan Kelurahan: Kepel Kemiri Share location: Tahu Kapten Naratel darimana:   saudara    Terima kasih 😊",
ohh dari device bisa pake milik pribadi kah kak?,STKT0026
Tagihan Internet Bajangan,KM3507
Terima kasih infonya,JT1102
Tapi di aplikasi status masih belum berubah,JT1159
yg 10 Mbps kak,
Kira2 hitungan hr lagi ta,JT0891
gak ngerti soalx,
milik pribadi. saya beli sendiri sih,STKT0026
Baik kak terimakasih 🙏,
Libur brp bulan?,KM2035
ID pelanggan KI2592 atas nama Hanifah,
Selamat siang kak,KI2341
Tapi saya masih ada tagihan berjalan ini kak? Apa tidak ada pengurangan?,"KI1351, STKI0018"
Ka cb liat pilihan paketnya diatas 5mbps ada brp aja,JT1217
"Minta tolong di cekkan ya kak, apakah saya sudah berhasil bayar?",GJ0357
"Bisa pilih BCA, tapi bayarnya pakai mobile bangking BNI kan ya?",GJ0357
Bisa minta nomer nya agen,KD1582
Iya betul. Tp sya mau pasang baru Lg krna alat Wifi-nya SDH dilepas dan ga ketemu,KD1867
Maaf tolong di cek JT1199 gk bisa molai semalem,
Ttp yg 5mbps aja ka,JT1217
Minta passwordnya kak,
Teman mau pasang wifi,KD1582
Sudah nyala ok.trim,JT1121
boleh minta dlu gak mak,
Ya. Jd gmn bisa pasang Lg ?,KD1867
ini gimana kak? apakah bayar full lagi?,"KI1351, STKI0018"
Iya baiklah. Sy libur dulu ya,KM2035
Tolong Internet dirumahku mati.jl.Danau Paniai lll.H.4.F.23 sawojajar.trim perbaikanya,JT1121
Pengajuan Libur Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KM2035 Nama: fitria istanti Sharelocation pemasangan WIFI: perum papan bestari 1 blok BD-14 kota pasuruan Alasan Libur: sering trouble dan lemot  Tanggal Aktif Layanan: Jadwal Pengambilan Modem:  Jam:  Segera isi form agar kami bisa memproses permohonan libur Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KM2035
"Iya pak nanang s,di perumahan tembok indah",KM0117
ios bisa download?,
Mau menindak lanjuti untuk pemasangan baru,"KI1382, KI3430"
Sudah soalnya saya juga pakai katen naratel,KD1582
Sabrang bendo giripurno Bumiaji batu,KD1582
"KM0130, Prajitno Putr",KM0130
Kapan bisa di pasang,KD1582
Sy lupa kpn pertamanya,KM2035
Nanti aku chat kakaknya lagi berarti ya,"KI2375, KI2880"
VA lain ada ???,KM2635
"Saya dapat info dari iklan, Ada paket apa saja?",
Va Bsi ada kak ??,KM2635
Minta VA Bri kak,KM2635
Kenapa harus download app.  Memory saya penuh  Dlu enak kalau bayar rekeningnya sama  gak ada tambahan biaya,KM2635
baik kak. saya pake opsi pertama dulu aja ya,"KI1351, STKI0018"
Bentar ya kak soal nya ini saya masih tanya” aja,KM1378
"sore kak, untuk paket2nya ini unlimited kak?",
sama coverage jangkauan areanya gimana ya kak?,
kalau besok bisa dijam berapa kak?,
Modem saya berkedip warna merah,KP0774
Desa sabarang bendo kelurahan giripurno,KD1582
Wifi suda jadi tapi lupa sandi,JT0715
"Kami suda buka aplikasinya kak, mau tanya apaka bagian ini harus di isi juga",KI2341
Ga bisa sama sekali,KT1967
KP0774 A.n. Dzulkifli Aprilriyanto,KP0774
jadi misal pilih paket yang 10+5 mbps itu kita hanya membayar sebesar 175rb kak? tidak ada biaya lainnya ya kak?,
baik kak makasih infonya,
Utk. Teknisi paling malam stand by sampai jam brp utk. Pelayanan?,KP0774
Kak saya udah bayar via VA tapi belum update,KM0130
itu sudah termasuk pajak ya kak? atau nggak ada tambahan biaya pajaknya kak hehe?,
"ok kak, kalau saya mau pasang bisa dihari apa ya kak?",
Kira2 jam 20.00 SJ apa bisa?,KP0774
Rumahnya di belakanya villa Hamdani 88,KD1582
Kapan bisa di pasang,KD1582
kak kalau misalnya terjadi gangguan wifi saya menghubunginya kemana?,
ohh ya udah,KM0130
terima kasih yah,KM0130
Selamat sore kakak,
ada no yg bisa di hubungi gk? sales nya gitu.  yg bisa di  telpon gitu ?,KP2401
sudah. kata yg punya rumah. dulu sudah pernah pasang. yang ngontrak sebelum nya,KP2401
urgent bgt soalnya,
kak minta tagihan KN0426,
langsung tunai ke teknisi. apa bisa,KP2390
untuk pembayaran selanjutnya bagaimana (bulan selanjutnya)?,KP2390
kak kalau semisalnya kita mau memutus koneksi wifi prosedurnya gimana ya kak?,
Kemaren saya sudah kontak salah satu temen saya kak Katanya bisa,
Di tv aja,STJT0025
Sementara bisa dikonfirmasikan dl. Apa bisa jam 20.00,KP0774
Banyak di sini pakai kapten naratel,KD1582
Cek dulu kak bisa di cover nggak,
Baik. Jam brp?,KP0774
"perumahan griya agung Dau' perumahan belakang pondok pesantren ar rohmah putri Sumbersekar, Dau, Kab. Malang, Jawa Timur, Indonesia",
Ini maksudnya gimana ya,KD1582
Hanya ini pilihan bayarnya ?,GJ0357
Tlng bantu kirim nomernya kak,KD1567
Mau pasang wifi,KD1582
Bapak agung mahendra,JT1102
apa bisa langsung aktif?,
Apa ada solusi?,KP0774
Perkiraan berapa bulan ya mbak lokasi KLW udah di cover??,
Kak error lg wifinya,JT0866
Selamat siang kak,
Saya pelanggan naratel mau bayar gak bisa pake aplikasi,
SSID n Pass udh diganti lagi kak,KM3680
Untuk sementara tidak ada,KM3680
"halo ka, mau tanya",JT0309
"Yth. Pelanggan Agung Suliana,  Perkenalkan, saya Ahmad dari Tim Support Field Kapten Naratel. Sehubungan dengan peningkatan kualitas layanan, kami berencana untuk melakukan kunjungan terjadwal untuk memastikan dan memperbarui data teknis serta administrasi akun WiFi Anda. Ini juga kesempatan bagi kami untuk memastikan perangkat Anda berfungsi optimal sesuai data terbaru.  Mohon kesediaan kakak untuk menerima kunjungan kami. Apakah hari ini jenengan berkenan dilakukan kunjungan ?  Atas perhatian dan kerjasamanya, kami ucapkan terima kasih.  Salam hangat, Ahmad Zainudin Tim Support Field Kapten Naratel",KD0268
Iyaa sudah benar kak,KM0130
Untuk tagihan bulan ini sdh saya bayar,KP1502
Cepat ya kak,KT2057
Apa ada solusi yg mudah,
sudah download aplikasinya kak,
Sya kirim bukti transfernya yah,KM0130
Mau bayr ibternt,
ID Pelanggan		:  *JT0387* Paket Layanan		:  10 Mbps Biaya Paket		:  *Rp. 175.000*,
Ini nomernya kak yang mau pasang wifi karna di hubungi barusan dia bilang satu pintu,KD1582
"saya daftar lagi, kata apk nya, email sdh terdaftar",KI1200
Iya tolong di wa lagi supaya daftar,KD1582
Ini saya kirim dari dana kak,KD1567
Kalau paket reguler gimana ya,KD1582
ID KT 0678,KT0678
Masih belum bisa,KT1967
Bisa dibantu mengisi data tersebut kak Tanggal Aktif Layanan: 26 okt 2025 aktif.  Jadwal Pengambilan Modem: 27 okt Jam: 16.00,KM2035
Apakah memakai VA yg per 1 Oktober....?,KT0678
Ok terimakasih sudah bisa,KT1967
Kalau mau ganti sandi gimna kak caranya,JT0715
Saya coba 1-8 sandinya jadi kk,JT0715
Kak paket yg 10 mbps ini beda sama yg 10+5 mbps kak?,
jadi nanti dapetnya 15 mbps kak?,
Mau bayar ulang kak,KI2341
Asalamu alaikum..selamat sore  mau ganti pasword yg baru bisa...soaly wifi saya byk pke,
kak bisa di copy kan VA untk bank BCA,JT0309
ok kak mau paket yang 5 mbps,
Kakak minta tolong bikin pasword yg baru,
bkn ini kak ?,
"Selamat sore kak,maaf ganggu mau tanya untuk pemasangan wifi apa kah bisa untuk di perumahan Citramas Raya (Dau) ya KA?",
Sekarang bisa ya ?,KD1867
time out terus,KP2401
apa aja paketnya kak,
Pake no VA yg lama gak bisa.tulisane invalid,
oke kpn akan dipasang ya kak,
jadi buat 5 mbpsnya itu kita harus aktifin lagi setiap harinya kak?,
Udah mas  Udah bisa mksh,KJ0589
Ohh ganti..makanya yg lama gk bisa,
Minta price listnya,
jalan sudimoro utara nomer 64 kota malang,
Mau konfirmasi pembayaran kak...,KJ2064
Yang 5 Mbps aja kak,
Ohhh iya baik kak,
Tapi di IG nya kok 100mbps 150 perbulannya kak,
"Halo, dengan Caca Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama: Jhey  nomor telfon:082146517211 Alamat Pemasangan: perumahan Citramas Raya G7 Kelurahan:Mulyoagung Share location:    Terima kasih 😊",
Okeyy kak gpp,
"Langganan wifi kami berakhir kemarin, ini kami lanjut bayar tagihan atau pilih langganan baru?",KP2251
sudah daftar lewat aplikasi kak,
Saya Pasuruan kota,
Mohon info cara pembayaran tagihan,KI3385
Min kenapa 1 minggu ini sering RTO mendadak bengong gitu? Km0589,KM0589
nanang pangestu b jl. raya mulyoagung no 87 jetis,
belum ada id pelanggan barunya kak,KP2251
yang paket 100 Mbps 150K itu kak,
Ini yang awal,KP2251
apakah perlu di restart modem ya kak?,
pembayaran by tranfer,
"Kira""sampai kapan kak",JT0525
Kok masih blm user id saya ya,KI3385
Skrng kok susah bayarnya,
Dah bisa kak,
Segera disambungkan ya.. Mati nich dirumah wifinya,
Kemaren sudah kontak ke teman saya kak.. Katanya bisa... Tgl 8 jam 4 sore kak..untuk pemasangan atas nama lutvi kak,
"Halo, Kak, dengan Salma Customer Service Layanan Internet Kapten Naratel, untuk sawojajar sudah tercover yaa kak. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama: ferdy ferdian No WA: 082229821107 Alamat Pemasangan: jl danau jempang E2A no 2 Kelurahan: lesanpuro Share location: Tahu Kapten Naratel darimana:       Terima kasih 😊",JT1218
Iya kak rencana saya juga bayar 3 bulan langsung,
Tar tk kabari lagi...saya posisi d luar dan keluarga d rumah gk bisa d hubungi,
Mksdnya sy hrs byr lg kan tgl 26. Maka sblm tgl tsb sy ingin liburkan terlebih dahulu. Nanti kl bln dpn ingin gabung lg br dihub gt kn ya,KM2035
Semisal pakai modem sendiri apakah bisa ya?,
terima kasih ya kak🙏,
min pasang inet di sawojajar,JT1218
Jadi maksudnya pembayaran di awal gitu untuk bulanannya ya,JT1215
Sudah bisa kak,JT0525
Berarti bisa y,KD1852
Ini bukti saya mmbayar Wifi-nya ya trimakasih,JT0999
Ok siap di tunggu,JT0999
kalo pembayaran selain menggunakan aplikasi apa bisa? krn hp saya iphone ga support aplikasi tsb,JT0309
Selamat sore  Mohon info untuk pembayaran inter kapten Naratel pelanggan melalui Alfamart. Terimakasih,KD1852
Iya kak.. Kemaren bilang e gitu kak..ini saya mau cek lagi soale kak,
Ternyata sy sdh byr tagihan bln ini hrsnya kan msh berlaku sebulan ke depan ya,KM2035
Ok siap terima kasih ya...👍🏻👍🏻🙏🏻🙏🏻,JT0999
Id pelanggan KD 1852?  Jl. Damun. No 6 RT 2 RW 6 Dadaptulis dalam Dadaprejo  Kec. Junrejo  Rp. 120.000,KD1852
Apa bisa langsung bilang untuk pembayaran kapten Naratel? Begitu?,KD1852
Karena saya tidak mempunyai rekening,KD1852
Brati selama 26 okt -26 nop tdk aktif ya,KM2035
Mohon segera aktifkan kembali,KM2674
Siap blm ada notif tagihan jadi lupa🙏🏼🙏🏼maaf,KI3385
perkiraan sampai kapan kak survey nya?,
Kalo bisa di tgl 8 kak.. Sore saja sehabis saja kerja masuk pagi kak jam 4 apa kira masih nututi kak,STKP0053
"Saya dapat info dari iklan, Ada paket apa saja?",
Bayar nya batas jam brp kak,KI3249
"halo kak saya mau bertanya, untuk speed unduh nya kenapa cuman mentok aja ya di angka segitu.. untuk speed up bisa tembus 10  paket saya 5mb, diboost menjadi 10mb",
hanya 3 saja untuk saat ini kak.. untuk keperluan sosmed saja,
baik kak nanti saya coba,
tidak ada kak🙏,
selamat sore kak,STKP0037
okey 🙏🙏 makasih,
Untuk tambah ruter gmn caranya,"KD0722, KD1136"
untuk pembayaran wifi tiap bulannya gimana ya ? apa perlu ke kantor ? atau bisa via online ?,STKP0037
untuk di wilayah dau,
Aamiin bisa langsung bilang untuk pembayaran kapten Naratel? Begitu?,KD1852
Aslmkm.wifi kok gk aktif ada apa ini?,KM3470
syarat pemasangan apa saja,
"Masih sm gk bs,sudah sy restat 3menit.",KM3470
Ada warna merah yg nyala,KM3470
Nama: ilham  No hp: 081230936622 Alamat: Jln KH Rowi 68 Kelurahan: Lesanpuro,
barusan di griya sultan agung ada pasang naratel...punya.saya indihome kalau.50.mBPS brp harganya...sekalian pasang.cctv bisa 1 titik.saja,KM2796
Mohon info layanan internet,
"Saya dapat info dari iklan, Ada paket apa saja?",
PENAWARAN ini sungguh menarik. Namun ada yang menjadi kendala daya tarik nya terkait dengan #MODEM. Mungkin bagian teknik & pemasaran bisa menata ulang sehingga penawaran ini langsung MELESAT!,KD1038
baik terimakasih kak,
Itu sudah apa ongkos pasangge a,"KD0722, KD1136"
10 mb brapa,JT1218
Assalamualaikum... mohon maaf wifi di tempat saya lemot,"KI1216, KI3072"
Muter2 mulai tadi,"KI1216, KI3072"
Baik .besok ditunggu ya . trimakasih,KD1867
Apakah bisa dibantu?,KJ0667
Untuk kemaren pakek KTP suami saya kak.. Nama lengkap nya Suharto  Saya istri nya lutvi,
"Mohon maaf kak, saya terlambat membayar tagihan bulan ini, dan internet di rumah saya terputus",KJ0667
Agar bisa tersambung kembali,KJ0667
Kapan bisa pasang,"KD0722, KD1136"
10 mtr lek gak salh,"KD0722, KD1136"
Waduhh sayang sekali ya kak,
Dorong kenek boos?,KM3470
"Iya benar kak, bisakah dibantu utk nomer rekening bayar di alfamart",KJ0667
5 mb brapa,JT1218
Apakah sy bisa pakai aplikasi kembali?,KJ0667
"Baiklah, sy tunggu kodenya",KJ0667
ini harga sudah ppn?,JT1218
Msih blu bs dipakai ini.,KM3470
Kalo downloadnya lewat appstore Minta link nya ya  Kalo yg ini buat google play ga bs di iphone,KT1293
untuk harga sudah ppn?,JT1218
apa bisa di upgrade?,JT1218
Iya sudah sy instal kembali kak,KJ0667
Yg pembayaran di alfamart ya kak,KJ0667
yawda yg 5mbps dulu saja,JT1218
ya gpp min,JT1218
"Baik kak, saya coba",KJ0667
Mksudnya untuk pembayaran nya di jam 11 masih bisa gak kak?,KI3249
Kak kalo keterangan nya gini knapa ya,KM3474
Ini app kapten naratel sy sign out,KM0987
Knp pemakaian wifi sekarang kok GK bisa jauh,KM3566
Wifi nya agak lemot kak,KI2760
Jarak sekitar 6 meter udh GK nyambung,KM3566
Belum saya coba,KI2760
Pembayaran setiap tanggal berapa kak,
yang harga dibawah 200k,
jaringannya lemot atau ngga ?,
Ini benar ah mbk,GI0133
"Saya dapat info dari iklan, Ada Promo apa saja?",
apakah paket superstar masih ada kak?,
"saya mau pasang privider kak, bisa lihat pricelist nya",
dan daerahnya sudimoro utara,
dengan bintang kak,
Pemberitahuan libur utk bln dpn saja ya,KM2035
ada promo apa saja kak?,
boleh minta list harganya kak,
Yg ini a,KT2055
M.Sahir Jl bandara Palmerah XIV Cemorokandang Dari teman,
Oh bbrp hr sblm bgtu?,KM2035
"Sudah bisa kak, terima kasih atas bantuannya 🫰🙏",KJ0667
"Kak mau tanya lagi, ini biya pemasangan itu berapa ?",
La kena apa molai pemasangan kok gak langsung kasik no pembayaran  Jadi ya gak tahu ta,KT2055
"Wifi saya disconnect , kenapa ya ?",KM0581
Wifi sy disconnect,KM0581
baik kak terimaksih,STKP0037
siaapp kak 🙏,STKP0037
Jadwal pengambilan modem kn smpy yg ngatur kpnnya. Kl bsk bs jam brp aj,KM2035
Baik. Terimakasih kak,KM2035
Sudah di perpanjang,KI0837
Assalualaikum internet saya kok hanya munyer saja dg Jarak yg sangat lama  Terus mau bayar gimana kok gak dikasik no untuk bayar,KT2055
082331845637 Kalo tidak yang ini paling kak 082331502502,
sudah sudah terbayar min,JT1218
Tidak bisa dibuka,
"saya sudah punya, tapi yah server tiara candi",
ok deh kak,STKT0026
Itu sekitar dapat 1 mingguan,KM3566
Tapi sblm  masih bisa nyambung kk,KM3566
Ini saya pakek data untuk wa an Internetnya gak bisa,KT2055
paketanya apa saja kaka?,
"Selamat siang min, mohon info untuk pemasangan wifi daerah Saxofone malang apa bisa ya? Untuk biaya perbulan dikenakan berapa?",
paketanya apa saja kaka?,
Tolong sebutkan langkah langkah untuk bayar wifi di aplikasi kapten naratel,KT1606
"VA BCAnya ada dua nomor terpisah kak, mau bayar pake yg mana itu?",KT1763
Kak untuk pembayaran tagihan melalu briva apakah mendapatkan nomor VA juga?,KI3376
Oh iya kak nanti saya coba daftar ulang kak,
Sudah saya bayar tagihannya kak,KT1763
kalau itu promosinya gmna ya kak?,
Promo ini masih berlaku kak?,
1541200000 yang ini,KT1763
Sampean cek atas nama Suharto mb,STKP0053
0000016196 atau yg ini?,KT1763
Bayar di alfamart ya kak,KJ0667
Sepertinya tidak ada di APP store,KI3376
"Kalau saya mau pasang, dapat gift apa aja?",
"Baik, terima kasih",KJ0667
Apakah internetnya bisa kembali aktif?,KJ0667
"Sudah kak, terima kasih",KJ0667
Mulai awal pemasangan memang sudah di bantu fal data dari admin kak,KI3376
Id Pelanggan yg ini kak,KI2760
Lagi ada gangguan ya kak?,KT1763
Saya dapat info dari PAK RW PERUMAHAN GRAND KENCANA,
Kok ada indikator lampu merahnya,KT1763
"Bisakah sy dibantu untuk nomer rekeningnya, dikarenakan aplikasi yg ada dihapus tanpa sengaja oleh anak saya",KJ0667
Kalau saha mau pasang awal bulan Masih berlaku gak kak,
Posisi sudah drumah kak,KT0329
Internet mati Total,KT0329
tolong di refresh in kak,
makasih ya kak 🙏🏻,
sudah bisa kak,
150 mbps bayar 150rbu bayar 3 bulan gratis modem?,
Apa jadi jam 8?,KP0774
Niatnya awal bulan maj pasang,
Atara tgl 1-5 kak,
Ap trobel k,KM3042
Untk tiap bulannya byarnya bisa via apa?,
Siapp kak terimakaish🙏🏻,KI3376
Soalnya saya tidak punya APK. Kapten maratel,KI3376
Pembayaran melalui Briva apakah mendapatkan VA juga ngge?,KI3376
klo ganti metode pembayaran bisa?,JT1218
Biasanya gift nya apa saja kak,
"Saya dapat info dari iklan, Ada paket apa saja?",
gak jadi min.,JT1218
pake bri istri,JT1218
sori aq salah pencet bri,JT1218
Misal saya pilih 15mps Brrti hnya untk 2 hp saja ya kak,
Sudah restart sampe saat ini blm bisa,KT0329
"kak untuk login saya lupa alamat email mana yang saya gunakan, bagaimana saya bisa melihatnya?",STKN0002
"Dulu saya sdh pernah komplain, di minta cabut adaptor 10 detik, tancapkan lagi. Lalu di tunggu 3 menit, hnya sbentar keesokannya agak lemot lagi",KP1332
Turbo sudah sy aktifkan,KP1332
Jdi untk 2 hp saja ya kk,
Wih menarik sekali,
Ya pancet warna mirah,KN0263
"liat emailnya dimana ya kak soalnya saya lupa email mana, saya punya 3 email berbeda untuk keperluan lain",STKN0002
tidak jadi kak sudah ketemu,STKN0002
Oh gitu jadi gimana ini kak.. Untuk pemasangan tgl 8 itu apa harus daftar ulang lagi,
Tdk bisa untuk cctv dn tv jg,
Transfer saja kak..,STKP0053
Wifi ku bermasalah,
Tolong cek internet lemot,"KJ0897, KI0480"
Pembayaran wifi setiap tgl brp kk?,
Oh udah bisa,
"Oh gt ya kak, misalkan deal masang wifnya untuk bulan ini, kira2 untuk pembayarannya setiap tgl brp ? Soalnya ini kan uda tgl 29",
"Mantap,👍👍👍👍👍👍trimakasih🙏🙏🙏semoga sukses slalu.",KM3470
Sy coba lg,KM0987
G berubah kak tetep lemot,"KJ0897, KI0480"
Device lain g ada yg pakai,"KJ0897, KI0480"
Untuk norek nya kak,KI3249
mas ini wifinya habis di up kok malah lemot ya?apakah ada gangguan?,
Ok. Baik. Trimakasih,KP0774
Susah selesai masuknya . Apa tidak ada cara lain yang lebih mudah,STJT0025
"selamat sore, bisa diinfokan nomor user kah? sy mau ganti password..",JT0553
Yang muncul ini ini aja,STJT0025
Untuk daerah sidoarjo apa bisa ?,
Untuk daerah sidoarjo apa bisa ?,
username maksudnya ya,JT0553
Selamat malam.. Mohon maaf mau tanya kenapa ya beberapa hari ini Wifi-nya lemot  Apa kah ada perbaikan?,KJ1342
Sudah normal terimakasih,KI2895
"Bentar kak aku konfirmasi ke kakaknya duluu, misalkan bulan feb aku ngga lanjut pakee nih, kira2 aku harus konfirmasi ngga lanjutnya ke siapa ? Terus gimana prosedurnya, soalnya takutnya tiba2 pindah rumah gt",
Baik mbak fakhria,KJ1342
"malam min, mau aduan internet min Ini lagi ngedown apa gimana ya min? Ngeaktifin fitur turbo speed download lemot min",KM1815
Besok aja gpp kak,JT1217
Kak mau tanya ada promo apa aja untuk pemasangan awal?,JT1239
Jadi bayarnya lgsg 450k untuk 3 BLN?,KN0521
Apakah wifi gangguan ? Karena terhubung tapi tidak ada akses internet,KI2895
Ada biaya tambahan lainnya ga?,KN0521
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: Trisa Yunia No. Telepon: 081335601202 Alamat Pemasangan: Jl. Raya Saptorenggo No.44 Borobugis Saptorenggo Kelurahan: Saptorenggo  Paket: 5Mbps Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana:  Terima kasih 😊",JT1217
besok jam 10,JT1217
Iya gpp sore,JT1217
Selamat malam kak,KT1606
"kak untuk login saya lupa alamat email mana yang saya gunakan, bagaimana saya bisa melihatnya?",STKN0002
apakah kalau lama tidak dibuka akan log out sendiri?,STKN0002
Aku sudah bayar kok belum ada notif kalau sudah bayar ?,KT0186
Cak wifine dorong orep,KP0406
"Baik, terimakasih 🙏",KJ1690
Masih naik turun kak,KI2760
"Mbak ini kok gk bisa ya, saya? Apa saya bisa dibantu aja ya dr td muter terus dan gagal",KI0975
Dan sy lupa pasword,KM0987
ini wifi kenapa kalo malem suka ngelag,
KT 2132 kak,
Id d kapten BB araten y ta ka,KM1918
Mas minta kode bayar melalui alfamart mas.,KM3636
Baik tks saya coba dulu,KI0975
"Pagi kak, apa bisa saya dibantu kalo pembayaran dari aplikasi ke mana ya?",KI0975
Kok gk ada fitur data pelanggan di aplikasinya? Tolong dibimbing karena internet sudah mati kak Puput,KI0975
Malam kak  Wifi gk ada koneksi Internetnya kak,
Gara2 habis mati listrik tadi,
Lupa cara membayar pilih apa ya,KM0987
Sudah ya kk,KM3636
fast respon ya kk,
Udah saya pakai di menu briva kak,KI3249
Tapi muncul kayak gini,KI3249
"Pembayaran atas nama Muhammad Farhan, id KM2825",KM2825
Ayo aaga cepat responnya,KP0406
Kmrin raja salman,KP0406
Selamat pagi ini wfi kok mati ya tiada sinyal sama sekali dari bu wasiah jl.sengkaling,
Wasiah jl .ry sengkaling desa mulyoagung kecamatan dau,
"Halo, dengan Amanda Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama: fadhil Nomor Telepon: 082220292000 Alamat Pemasangan: jl. S. Supriadi No 81  Kelurahan: sukun Share location: Tahu Kapten Naratel darimana: FB       Terima kasih 😊",
Kok g bisa,KP0406
Sama juga kak,KI3249
Cuma lampu 1aja yg nyala,
"Maaf, saya bayar via bsi masih belum bisa","KI1913, KI3348, KI3350"
"Iya, betul tp no virtual tidak dikenali","KI1913, KI3348, KI3350"
Mau saya cek ke routernya g bisa soalnya g tau user dan passwordnya kak. Klo bole bisa dishare biar bisa cek sekalian ganti password,"KJ0897, KI0480"
"Pilihan pembayaran di aplikasi yg sy pilih bca, krn pilihan bsi g ada. Tp pas sy masukin va nya ke bsi g bisa","KI1913, KI3348, KI3350"
"Sy coba 3-4 kali, ke bri jg gagal","KI1913, KI3348, KI3350"
"Karena g bisa di screenshot, sy pake camera leptop","KI1913, KI3348, KI3350"
Kok sering gangguan,KM0688
Kak aplikasi naratel di app store kok ngga ada ya,
simpang setaman 1 no.1 rt.6 rw.15  kel.lowokwaru,
"Saya dapat info dari iklan, Ada Promo apa saja?",
gimana caranya kk,
buat tau id pelanggan,
ini saya ga bisa daftar lagi di apk naratel nya,
Bukti pembayaran bulan Oktober👆  Mohon segera diaktifkan.  Terimakasih,KD1463
Mau pasang wifi mas,
Lampu merah berkedip,KM2674
"Halo, dengan Salwa Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi *form dengan lengkap* terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Nama/Nomor hubung : ekky Alamat Pemasangan :Jl.Permadi I No 10 Polehan  Share location : https://maps.app.goo.gl/8mPd3QbqtToU82KA6  Terima kasih 😊",
Gimana ya waifi ga kena2 pake data semua ini serumah,KP0753
"Pembayaran bulan ini. Dari kmaren aren gagal bayar, katanya sistemnya lg down.",KD0667
Kalok yg 10mbps itu bisa berapa hp kak,
Teguh Saputro 081911269719 Pohjentrek Purworejo Pasuruan Kota IG,
"Saya dapat info dari iklan, Ada paket apa saja?",
